Estación;Fecha Toma;Cod. Parámetro;Nom. Parámetro;Unidades;Valor numérico;Valor texto;Coord. X;Coord. Y;Cod Masa;Nombre Masa;Municipio;Provincia;UH Geo;UH Geo Nombre;Acuifero;Profundidad;Nombre C.A
CA0748-SIC01;08/10/2019;K;POTASIO;mg/L K;150;15;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;LIND;GAMMA-HCH (LINDANO);µg/L;0;< 0,00025;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;MCB;Clorobenceno (monoclorobenceno);µg/L;0;< 1,0;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;METOLACLORO;Metolacloro;µg/L;0;< 0,01000;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;METOXICLORO;Metoxicloro;µg/L;0;< 0,00025;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;METRIBUZINA;METRIBUZINA;µg/L;0;< 0,050;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;MG;MAGNESIO;mg/L Mg;1850;185;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;MN;MANGANESO;µg/L Mn;280;28;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;NA;SODIO;mg/L Na;4330;> 200 (433)*;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
CA0748-SIC01;08/10/2019;NAFTALENO;Naftaleno (naftalina);µg/L;0;< 1,0;697202;4215493;70042;TERCIARIO DE TORREVIEJA;Algorfa;ALICANTE;748;TERCIARIO DE TORREVIEJA;TERCIARIO DE TORREVIEJA;600;Comunidad Valenciana
