fecha;mun_orig;destino;turistas
2022-09-01;Torrevieja;Turquía;62
2022-10-01;Torrevieja;Total;2875
2022-10-01;Torrevieja;Europa;2580
2022-10-01;Torrevieja;Unión Europea;2130
2022-10-01;Torrevieja;África;110
2022-10-01;Torrevieja;América;145
2022-10-01;Torrevieja;América del Norte;74
2022-10-01;Torrevieja;Bélgica;96
2022-10-01;Torrevieja;Bulgaria;39
2022-10-01;Torrevieja;Dinamarca;31
2022-10-01;Torrevieja;Francia;824
2022-10-01;Torrevieja;Grecia;65
2022-10-01;Torrevieja;Irlanda;52
2022-10-01;Torrevieja;Italia;285
2022-10-01;Torrevieja;Países Bajos;57
2022-10-01;Torrevieja;Polonia;52
2022-10-01;Torrevieja;Portugal;200
2022-10-01;Torrevieja;Andorra;66
2022-10-01;Torrevieja;Reino Unido;213
2022-10-01;Torrevieja;Alemania;219
2022-10-01;Torrevieja;Rumanía;41
2022-10-01;Torrevieja;Suecia;36
2022-10-01;Torrevieja;Suiza;35
2022-10-01;Torrevieja;Marruecos;81
2022-10-01;Torrevieja;Estados Unidos de América;43
2022-10-01;Torrevieja;Turquía;68
2022-11-01;Torrevieja;Total;2450
2022-11-01;Torrevieja;Europa;2178
2022-11-01;Torrevieja;Unión Europea;1760
2022-11-01;Torrevieja;África;66
2022-11-01;Torrevieja;América;143
2022-11-01;Torrevieja;América del Norte;54
2022-11-01;Torrevieja;Centro América y Caribe;32
2022-11-01;Torrevieja;Sudamérica;57
2022-11-01;Torrevieja;Bélgica;88
2022-11-01;Torrevieja;Francia;783
2022-11-01;Torrevieja;Irlanda;35
2022-11-01;Torrevieja;Italia;167
2022-11-01;Torrevieja;Noruega;40
2022-11-01;Torrevieja;Países Bajos;65
2022-11-01;Torrevieja;Polonia;36
2022-11-01;Torrevieja;Portugal;129
2022-11-01;Torrevieja;Andorra;70
2022-11-01;Torrevieja;Reino Unido;190
2022-11-01;Torrevieja;Alemania;222
2022-11-01;Torrevieja;Rumanía;36
2022-11-01;Torrevieja;Suecia;35
2022-11-01;Torrevieja;Suiza;35
2022-11-01;Torrevieja;Marruecos;37
2022-11-01;Torrevieja;Estados Unidos de América;39
2022-11-01;Torrevieja;Turquía;60
2022-12-01;Torrevieja;Total;3130
2022-12-01;Torrevieja;Europa;2891
2022-12-01;Torrevieja;Unión Europea;2252
2022-12-01;Torrevieja;América;127
2022-12-01;Torrevieja;Sudamérica;65
2022-12-01;Torrevieja;Asia;65
2022-12-01;Torrevieja;Austria;38
2022-12-01;Torrevieja;Bélgica;118
2022-12-01;Torrevieja;Finlandia;51
2022-12-01;Torrevieja;Francia;1010
2022-12-01;Torrevieja;Hungría;41
2022-12-01;Torrevieja;Irlanda;45
2022-12-01;Torrevieja;Italia;129
2022-12-01;Torrevieja;Noruega;55
2022-12-01;Torrevieja;Países Bajos;97
2022-12-01;Torrevieja;Polonia;64
2022-12-01;Torrevieja;Portugal;151
2022-12-01;Torrevieja;Andorra;188
2022-12-01;Torrevieja;Reino Unido;246
2022-12-01;Torrevieja;Alemania;272
2022-12-01;Torrevieja;Rumanía;61
2022-12-01;Torrevieja;Suecia;35
2022-12-01;Torrevieja;Suiza;41
2022-12-01;Torrevieja;República Checa;30
2022-12-01;Torrevieja;Marruecos;43
2022-12-01;Torrevieja;Estados Unidos de América;30
2022-12-01;Torrevieja;Colombia;33
2022-12-01;Torrevieja;Emiratos Árabes Unidos;30
2022-12-01;Torrevieja;Turquía;65
2023-01-01;Torrevieja;Total;2991
2023-01-01;Torrevieja;Europa;2676
2023-01-01;Torrevieja;Unión Europea;2134
2023-01-01;Torrevieja;África;60
2023-01-01;Torrevieja;América;216
2023-01-01;Torrevieja;América del Norte;71
2023-01-01;Torrevieja;Centro América y Caribe;35
2023-01-01;Torrevieja;Sudamérica;110
2023-01-01;Torrevieja;Austria;30
2023-01-01;Torrevieja;Bélgica;117
2023-01-01;Torrevieja;Bulgaria;51
2023-01-01;Torrevieja;Francia;832
2023-01-01;Torrevieja;Italia;199
2023-01-01;Torrevieja;Noruega;45
2023-01-01;Torrevieja;Países Bajos;127
2023-01-01;Torrevieja;Polonia;48
2023-01-01;Torrevieja;Portugal;157
2023-01-01;Torrevieja;Andorra;78
2023-01-01;Torrevieja;Reino Unido;236
2023-01-01;Torrevieja;Alemania;324
2023-01-01;Torrevieja;Rumanía;31
2023-01-01;Torrevieja;Suecia;62
2023-01-01;Torrevieja;Suiza;60
2023-01-01;Torrevieja;Marruecos;36
2023-01-01;Torrevieja;Estados Unidos de América;40
2023-01-01;Torrevieja;Colombia;40
2023-01-01;Torrevieja;Turquía;72
2023-02-01;Torrevieja;Total;2246
2023-02-01;Torrevieja;Europa;1979
2023-02-01;Torrevieja;Unión Europea;1611
2023-02-01;Torrevieja;África;76
2023-02-01;Torrevieja;América;131
2023-02-01;Torrevieja;Sudamérica;74
2023-02-01;Torrevieja;Bélgica;77
2023-02-01;Torrevieja;Francia;763
2023-02-01;Torrevieja;Irlanda;52
2023-02-01;Torrevieja;Italia;93
2023-02-01;Torrevieja;Países Bajos;118
2023-02-01;Torrevieja;Polonia;41
2023-02-01;Torrevieja;Portugal;76
2023-02-01;Torrevieja;Andorra;71
2023-02-01;Torrevieja;Reino Unido;169
2023-02-01;Torrevieja;Alemania;151
2023-02-01;Torrevieja;Rumanía;50
2023-02-01;Torrevieja;Suecia;36
2023-02-01;Torrevieja;Suiza;37
2023-02-01;Torrevieja;Marruecos;62
2023-02-01;Torrevieja;Colombia;33
2023-03-01;Torrevieja;Total;2693
2023-03-01;Torrevieja;Europa;2400
2023-03-01;Torrevieja;Unión Europea;1946
2023-03-01;Torrevieja;África;93
2023-03-01;Torrevieja;América;160
2023-03-01;Torrevieja;América del Norte;92
2023-03-01;Torrevieja;Bélgica;98
2023-03-01;Torrevieja;Dinamarca;36
2023-03-01;Torrevieja;Francia;886
2023-03-01;Torrevieja;Hungría;30
2023-03-01;Torrevieja;Irlanda;38
2023-03-01;Torrevieja;Italia;193
2023-03-01;Torrevieja;Países Bajos;132
2023-03-01;Torrevieja;Polonia;50
2023-03-01;Torrevieja;Portugal;117
2023-03-01;Torrevieja;Andorra;68
2023-03-01;Torrevieja;Reino Unido;200
2023-03-01;Torrevieja;Alemania;205
2023-03-01;Torrevieja;Suecia;36
2023-03-01;Torrevieja;Suiza;66
2023-03-01;Torrevieja;Marruecos;69
2023-03-01;Torrevieja;Estados Unidos de América;67
2023-03-01;Torrevieja;Turquía;41
2023-04-01;Torrevieja;Total;2819
2023-04-01;Torrevieja;Europa;2586
2023-04-01;Torrevieja;Unión Europea;2137
2023-04-01;Torrevieja;África;81
2023-04-01;Torrevieja;América;116
2023-04-01;Torrevieja;América del Norte;58
2023-04-01;Torrevieja;Austria;34
2023-04-01;Torrevieja;Bélgica;73
2023-04-01;Torrevieja;Francia;911
2023-04-01;Torrevieja;Italia;273
2023-04-01;Torrevieja;Noruega;40
2023-04-01;Torrevieja;Países Bajos;87
2023-04-01;Torrevieja;Polonia;62
2023-04-01;Torrevieja;Portugal;131
2023-04-01;Torrevieja;Andorra;72
2023-04-01;Torrevieja;Reino Unido;189
2023-04-01;Torrevieja;Alemania;239
2023-04-01;Torrevieja;Rumanía;41
2023-04-01;Torrevieja;Suecia;44
2023-04-01;Torrevieja;Suiza;39
2023-04-01;Torrevieja;Marruecos;58
2023-04-01;Torrevieja;Estados Unidos de América;54
2023-04-01;Torrevieja;Turquía;49
2023-05-01;Torrevieja;Total;2594
2023-05-01;Torrevieja;Europa;2399
2023-05-01;Torrevieja;Unión Europea;2028
2023-05-01;Torrevieja;África;101
2023-05-01;Torrevieja;América;60
2023-05-01;Torrevieja;América del Norte;34
2023-05-01;Torrevieja;Bélgica;99
2023-05-01;Torrevieja;Francia;866
2023-05-01;Torrevieja;Irlanda;48
2023-05-01;Torrevieja;Italia;240
2023-05-01;Torrevieja;Noruega;44
2023-05-01;Torrevieja;Países Bajos;99
2023-05-01;Torrevieja;Polonia;36
2023-05-01;Torrevieja;Portugal;145
2023-05-01;Torrevieja;Reino Unido;166
2023-05-01;Torrevieja;Alemania;224
2023-05-01;Torrevieja;Rumanía;43
2023-05-01;Torrevieja;Suecia;36
2023-05-01;Torrevieja;Suiza;41
2023-05-01;Torrevieja;Marruecos;88
2023-05-01;Torrevieja;Turquía;50
2023-06-01;Torrevieja;Total;2955
2023-06-01;Torrevieja;Europa;2716
2023-06-01;Torrevieja;Unión Europea;2280
2023-06-01;Torrevieja;América;148
2023-06-01;Torrevieja;América del Norte;89
2023-06-01;Torrevieja;Asia;51
2023-06-01;Torrevieja;Bélgica;73
2023-06-01;Torrevieja;Finlandia;33
2023-06-01;Torrevieja;Francia;1025
2023-06-01;Torrevieja;Hungría;40
2023-06-01;Torrevieja;Irlanda;46
2023-06-01;Torrevieja;Italia;205
2023-06-01;Torrevieja;Noruega;48
2023-06-01;Torrevieja;Países Bajos;102
2023-06-01;Torrevieja;Polonia;78
2023-06-01;Torrevieja;Portugal;199
2023-06-01;Torrevieja;Reino Unido;228
2023-06-01;Torrevieja;Alemania;248
2023-06-01;Torrevieja;Rumanía;35
2023-06-01;Torrevieja;Suecia;45
2023-06-01;Torrevieja;Suiza;33
2023-06-01;Torrevieja;República Checa;33
2023-06-01;Torrevieja;Marruecos;30
2023-06-01;Torrevieja;Estados Unidos de América;48
2023-06-01;Torrevieja;Turquía;39
2023-07-01;Torrevieja;Total;3276
2023-07-01;Torrevieja;Europa;2981
2023-07-01;Torrevieja;Unión Europea;2489
2023-07-01;Torrevieja;África;123
2023-07-01;Torrevieja;América;128
2023-07-01;Torrevieja;Sudamérica;70
2023-07-01;Torrevieja;Austria;44
2023-07-01;Torrevieja;Bélgica;101
2023-07-01;Torrevieja;Finlandia;64
2023-07-01;Torrevieja;Francia;1049
2023-07-01;Torrevieja;Grecia;63
2023-07-01;Torrevieja;Hungría;31
2023-07-01;Torrevieja;Irlanda;63
2023-07-01;Torrevieja;Italia;237
2023-07-01;Torrevieja;Malta;30
2023-07-01;Torrevieja;Noruega;35
2023-07-01;Torrevieja;Países Bajos;60
2023-07-01;Torrevieja;Polonia;46
2023-07-01;Torrevieja;Portugal;214
2023-07-01;Torrevieja;Reino Unido;242
2023-07-01;Torrevieja;Alemania;285
2023-07-01;Torrevieja;Rumanía;45
2023-07-01;Torrevieja;Suecia;51
2023-07-01;Torrevieja;Suiza;62
2023-07-01;Torrevieja;Rusia;43
2023-07-01;Torrevieja;Marruecos;112
2023-07-01;Torrevieja;Brasil;30
2023-07-01;Torrevieja;Turquía;32
2023-08-01;Torrevieja;Total;3726
2023-08-01;Torrevieja;Europa;3422
2023-08-01;Torrevieja;Unión Europea;2848
2023-08-01;Torrevieja;África;71
2023-08-01;Torrevieja;América;200
2023-08-01;Torrevieja;América del Norte;110
2023-08-01;Torrevieja;Centro América y Caribe;41
2023-08-01;Torrevieja;Sudamérica;49
2023-08-01;Torrevieja;Bélgica;77
2023-08-01;Torrevieja;Bulgaria;91
2023-08-01;Torrevieja;Dinamarca;30
2023-08-01;Torrevieja;Finlandia;47
2023-08-01;Torrevieja;Francia;1012
2023-08-01;Torrevieja;Grecia;40
2023-08-01;Torrevieja;Italia;240
2023-08-01;Torrevieja;Malta;37
2023-08-01;Torrevieja;Noruega;65
2023-08-01;Torrevieja;Países Bajos;109
2023-08-01;Torrevieja;Polonia;104
2023-08-01;Torrevieja;Portugal;330
2023-08-01;Torrevieja;Andorra;59
2023-08-01;Torrevieja;Reino Unido;206
2023-08-01;Torrevieja;Alemania;297
2023-08-01;Torrevieja;Rumanía;102
2023-08-01;Torrevieja;Suecia;98
2023-08-01;Torrevieja;Suiza;76
2023-08-01;Torrevieja;República Checa;68
2023-08-01;Torrevieja;Rusia;45
2023-08-01;Torrevieja;Marruecos;55
2023-08-01;Torrevieja;Estados Unidos de América;86
2023-08-01;Torrevieja;Turquía;50
2023-09-01;Torrevieja;Total;3593
2023-09-01;Torrevieja;Europa;3331
2023-09-01;Torrevieja;Unión Europea;2890
2023-09-01;Torrevieja;África;83
2023-09-01;Torrevieja;América;130
2023-09-01;Torrevieja;América del Norte;88
2023-09-01;Torrevieja;Bélgica;123
2023-09-01;Torrevieja;Bulgaria;66
2023-09-01;Torrevieja;Dinamarca;55
2023-09-01;Torrevieja;Finlandia;36
2023-09-01;Torrevieja;Francia;1125
2023-09-01;Torrevieja;Grecia;40
2023-09-01;Torrevieja;Hungría;34
2023-09-01;Torrevieja;Irlanda;48
2023-09-01;Torrevieja;Italia;366
2023-09-01;Torrevieja;Noruega;51
2023-09-01;Torrevieja;Países Bajos;96
2023-09-01;Torrevieja;Polonia;82
2023-09-01;Torrevieja;Portugal;291
2023-09-01;Torrevieja;Andorra;30
2023-09-01;Torrevieja;Reino Unido;198
2023-09-01;Torrevieja;Alemania;250
2023-09-01;Torrevieja;Rumanía;72
2023-09-01;Torrevieja;Suecia;66
2023-09-01;Torrevieja;Suiza;38
2023-09-01;Torrevieja;República Checa;41
2023-09-01;Torrevieja;Marruecos;65
2023-09-01;Torrevieja;Estados Unidos de América;58
2023-09-01;Torrevieja;Turquía;53
2023-10-01;Torrevieja;Total;3732
2023-10-01;Torrevieja;Europa;3287
2023-10-01;Torrevieja;Unión Europea;2711
2023-10-01;Torrevieja;África;145
2023-10-01;Torrevieja;América;241
2023-10-01;Torrevieja;América del Norte;168
2023-10-01;Torrevieja;Centro América y Caribe;30
2023-10-01;Torrevieja;Sudamérica;43
2023-10-01;Torrevieja;Bélgica;116
2023-10-01;Torrevieja;Bulgaria;48
2023-10-01;Torrevieja;Dinamarca;36
2023-10-01;Torrevieja;Finlandia;45
2023-10-01;Torrevieja;Francia;1016
2023-10-01;Torrevieja;Grecia;32
2023-10-01;Torrevieja;Hungría;41
2023-10-01;Torrevieja;Irlanda;73
2023-10-01;Torrevieja;Italia;434
2023-10-01;Torrevieja;Noruega;55
2023-10-01;Torrevieja;Países Bajos;96
2023-10-01;Torrevieja;Polonia;83
2023-10-01;Torrevieja;Portugal;236
2023-10-01;Torrevieja;Andorra;50
2023-10-01;Torrevieja;Reino Unido;274
2023-10-01;Torrevieja;Alemania;234
2023-10-01;Torrevieja;Rumanía;61
2023-10-01;Torrevieja;Suecia;58
2023-10-01;Torrevieja;Suiza;65
2023-10-01;Torrevieja;Egipto;41
2023-10-01;Torrevieja;Marruecos;91
2023-10-01;Torrevieja;Estados Unidos de América;153
2023-10-01;Torrevieja;Turquía;36
2023-11-01;Torrevieja;Total;3263
2023-11-01;Torrevieja;Europa;2970
2023-11-01;Torrevieja;Unión Europea;2393
2023-11-01;Torrevieja;América;173
2023-11-01;Torrevieja;América del Norte;99
2023-11-01;Torrevieja;Asia;70
2023-11-01;Torrevieja;Bélgica;111
2023-11-01;Torrevieja;Francia;1105
2023-11-01;Torrevieja;Hungría;53
2023-11-01;Torrevieja;Italia;238
2023-11-01;Torrevieja;Noruega;36
2023-11-01;Torrevieja;Países Bajos;96
2023-11-01;Torrevieja;Polonia;72
2023-11-01;Torrevieja;Portugal;153
2023-11-01;Torrevieja;Reino Unido;349
2023-11-01;Torrevieja;Alemania;322
2023-11-01;Torrevieja;Rumanía;72
2023-11-01;Torrevieja;Suecia;31
2023-11-01;Torrevieja;Suiza;54
2023-11-01;Torrevieja;Marruecos;50
2023-11-01;Torrevieja;Estados Unidos de América;79
2023-11-01;Torrevieja;Turquía;54
2023-12-01;Torrevieja;Total;4349
2023-12-01;Torrevieja;Europa;3896
2023-12-01;Torrevieja;Unión Europea;3092
2023-12-01;Torrevieja;América;279
2023-12-01;Torrevieja;América del Norte;119
2023-12-01;Torrevieja;Centro América y Caribe;59
2023-12-01;Torrevieja;Sudamérica;101
2023-12-01;Torrevieja;Asia;91
2023-12-01;Torrevieja;Austria;50
2023-12-01;Torrevieja;Bélgica;155
2023-12-01;Torrevieja;Bulgaria;32
2023-12-01;Torrevieja;Dinamarca;32
2023-12-01;Torrevieja;Finlandia;58
2023-12-01;Torrevieja;Francia;1310
2023-12-01;Torrevieja;Hungría;135
2023-12-01;Torrevieja;Irlanda;36
2023-12-01;Torrevieja;Italia;222
2023-12-01;Torrevieja;Noruega;61
2023-12-01;Torrevieja;Países Bajos;81
2023-12-01;Torrevieja;Polonia;140
2023-12-01;Torrevieja;Portugal;201
2023-12-01;Torrevieja;Andorra;64
2023-12-01;Torrevieja;Reino Unido;441
2023-12-01;Torrevieja;Alemania;380
2023-12-01;Torrevieja;Rumanía;81
2023-12-01;Torrevieja;Suecia;67
2023-12-01;Torrevieja;Suiza;101
2023-12-01;Torrevieja;República Checa;55
2023-12-01;Torrevieja;Marruecos;68
2023-12-01;Torrevieja;Estados Unidos de América;103
2023-12-01;Torrevieja;Argentina;34
2023-12-01;Torrevieja;Turquía;72
2024-01-01;Torrevieja;Total;4298
2024-01-01;Torrevieja;Europa;3794
2024-01-01;Torrevieja;Unión Europea;2995
2024-01-01;Torrevieja;América;259
2024-01-01;Torrevieja;América del Norte;155
2024-01-01;Torrevieja;Centro América y Caribe;39
2024-01-01;Torrevieja;Sudamérica;65
2024-01-01;Torrevieja;Asia;163
2024-01-01;Torrevieja;Austria;97
2024-01-01;Torrevieja;Bélgica;165
2024-01-01;Torrevieja;Bulgaria;36
2024-01-01;Torrevieja;Finlandia;60
2024-01-01;Torrevieja;Francia;1202
2024-01-01;Torrevieja;Hungría;85
2024-01-01;Torrevieja;Irlanda;60
2024-01-01;Torrevieja;Italia;220
2024-01-01;Torrevieja;Noruega;65
2024-01-01;Torrevieja;Países Bajos;84
2024-01-01;Torrevieja;Polonia;120
2024-01-01;Torrevieja;Portugal;202
2024-01-01;Torrevieja;Andorra;142
2024-01-01;Torrevieja;Reino Unido;333
2024-01-01;Torrevieja;Alemania;392
2024-01-01;Torrevieja;Rumanía;69
2024-01-01;Torrevieja;Suecia;86
2024-01-01;Torrevieja;Suiza;115
2024-01-01;Torrevieja;Marruecos;50
2024-01-01;Torrevieja;Estados Unidos de América;123
2024-01-01;Torrevieja;China;48
2024-01-01;Torrevieja;Israel;30
2024-01-01;Torrevieja;Turquía;86
2024-02-01;Torrevieja;Total;3509
2024-02-01;Torrevieja;Europa;3148
2024-02-01;Torrevieja;Unión Europea;2527
2024-02-01;Torrevieja;África;108
2024-02-01;Torrevieja;América;186
2024-02-01;Torrevieja;América del Norte;75
2024-02-01;Torrevieja;Centro América y Caribe;41
2024-02-01;Torrevieja;Sudamérica;70
2024-02-01;Torrevieja;Bélgica;89
2024-02-01;Torrevieja;Francia;1187
2024-02-01;Torrevieja;Hungría;34
2024-02-01;Torrevieja;Italia;267
2024-02-01;Torrevieja;Noruega;44
2024-02-01;Torrevieja;Países Bajos;53
2024-02-01;Torrevieja;Polonia;87
2024-02-01;Torrevieja;Portugal;181
2024-02-01;Torrevieja;Andorra;44
2024-02-01;Torrevieja;Reino Unido;325
2024-02-01;Torrevieja;Alemania;303
2024-02-01;Torrevieja;Rumanía;58
2024-02-01;Torrevieja;Suiza;73
2024-02-01;Torrevieja;República Checa;45
2024-02-01;Torrevieja;Montenegro;53
2024-02-01;Torrevieja;Marruecos;89
2024-02-01;Torrevieja;Estados Unidos de América;65
2024-02-01;Torrevieja;Turquía;43
2024-03-01;Torrevieja;Total;3609
2024-03-01;Torrevieja;Europa;3334
2024-03-01;Torrevieja;Unión Europea;2876
2024-03-01;Torrevieja;África;73
2024-03-01;Torrevieja;América;158
2024-03-01;Torrevieja;América del Norte;49
2024-03-01;Torrevieja;Centro América y Caribe;37
2024-03-01;Torrevieja;Sudamérica;72
2024-03-01;Torrevieja;Austria;86
2024-03-01;Torrevieja;Bélgica;144
2024-03-01;Torrevieja;Dinamarca;38
2024-03-01;Torrevieja;Finlandia;42
2024-03-01;Torrevieja;Francia;1291
2024-03-01;Torrevieja;Hungría;80
2024-03-01;Torrevieja;Irlanda;38
2024-03-01;Torrevieja;Italia;228
2024-03-01;Torrevieja;Países Bajos;108
2024-03-01;Torrevieja;Polonia;99
2024-03-01;Torrevieja;Portugal;155
2024-03-01;Torrevieja;Andorra;75
2024-03-01;Torrevieja;Reino Unido;218
2024-03-01;Torrevieja;Alemania;331
2024-03-01;Torrevieja;Rumanía;68
2024-03-01;Torrevieja;Suecia;48
2024-03-01;Torrevieja;Suiza;58
2024-03-01;Torrevieja;República Checa;41
2024-03-01;Torrevieja;Marruecos;64
2024-03-01;Torrevieja;Estados Unidos de América;33
2024-03-01;Torrevieja;Turquía;37
2024-04-01;Torrevieja;Total;3773
2024-04-01;Torrevieja;Europa;3452
2024-04-01;Torrevieja;Unión Europea;2891
2024-04-01;Torrevieja;África;89
2024-04-01;Torrevieja;América;173
2024-04-01;Torrevieja;Sudamérica;80
2024-04-01;Torrevieja;Bélgica;117
2024-04-01;Torrevieja;Bulgaria;63
2024-04-01;Torrevieja;Dinamarca;40
2024-04-01;Torrevieja;Francia;1225
2024-04-01;Torrevieja;Hungría;69
2024-04-01;Torrevieja;Irlanda;34
2024-04-01;Torrevieja;Italia;350
2024-04-01;Torrevieja;Noruega;44
2024-04-01;Torrevieja;Países Bajos;81
2024-04-01;Torrevieja;Polonia;106
2024-04-01;Torrevieja;Portugal;210
2024-04-01;Torrevieja;Andorra;37
2024-04-01;Torrevieja;Reino Unido;344
2024-04-01;Torrevieja;Alemania;274
2024-04-01;Torrevieja;Rumanía;49
2024-04-01;Torrevieja;Suecia;66
2024-04-01;Torrevieja;Suiza;48
2024-04-01;Torrevieja;República Checa;85
2024-04-01;Torrevieja;Marruecos;74
2024-04-01;Torrevieja;Estados Unidos de América;60
2024-04-01;Torrevieja;Brasil;31
2024-04-01;Torrevieja;Turquía;64
2024-05-01;Torrevieja;Total;3638
2024-05-01;Torrevieja;Europa;3330
2024-05-01;Torrevieja;Unión Europea;2798
2024-05-01;Torrevieja;África;110
2024-05-01;Torrevieja;América;125
2024-05-01;Torrevieja;América del Norte;69
2024-05-01;Torrevieja;Austria;50
2024-05-01;Torrevieja;Bélgica;124
2024-05-01;Torrevieja;Bulgaria;69
2024-05-01;Torrevieja;Dinamarca;53
2024-05-01;Torrevieja;Finlandia;32
2024-05-01;Torrevieja;Francia;1163
2024-05-01;Torrevieja;Grecia;57
2024-05-01;Torrevieja;Hungría;32
2024-05-01;Torrevieja;Italia;330
2024-05-01;Torrevieja;Noruega;61
2024-05-01;Torrevieja;Países Bajos;54
2024-05-01;Torrevieja;Polonia;94
2024-05-01;Torrevieja;Portugal;217
2024-05-01;Torrevieja;Reino Unido;250
2024-05-01;Torrevieja;Alemania;290
2024-05-01;Torrevieja;Rumanía;49
2024-05-01;Torrevieja;Suecia;65
2024-05-01;Torrevieja;Suiza;45
2024-05-01;Torrevieja;República Checa;34
2024-05-01;Torrevieja;Marruecos;110
2024-05-01;Torrevieja;Estados Unidos de América;55
2024-05-01;Torrevieja;Turquía;74
2024-06-01;Torrevieja;Total;3817
2024-06-01;Torrevieja;Europa;3539
2024-06-01;Torrevieja;Unión Europea;3014
2024-06-01;Torrevieja;América;161
2024-06-01;Torrevieja;América del Norte;100
2024-06-01;Torrevieja;Asia;56
2024-06-01;Torrevieja;Austria;42
2024-06-01;Torrevieja;Bélgica;159
2024-06-01;Torrevieja;Bulgaria;53
2024-06-01;Torrevieja;Dinamarca;63
2024-06-01;Torrevieja;Finlandia;43
2024-06-01;Torrevieja;Francia;1257
2024-06-01;Torrevieja;Grecia;59
2024-06-01;Torrevieja;Hungría;33
2024-06-01;Torrevieja;Irlanda;46
2024-06-01;Torrevieja;Italia;345
2024-06-01;Torrevieja;Noruega;50
2024-06-01;Torrevieja;Países Bajos;79
2024-06-01;Torrevieja;Polonia;67
2024-06-01;Torrevieja;Portugal;226
2024-06-01;Torrevieja;Reino Unido;277
2024-06-01;Torrevieja;Alemania;293
2024-06-01;Torrevieja;Rumanía;63
2024-06-01;Torrevieja;Suecia;47
2024-06-01;Torrevieja;Suiza;51
2024-06-01;Torrevieja;República Checa;62
2024-06-01;Torrevieja;Marruecos;49
2024-06-01;Torrevieja;Estados Unidos de América;69
2024-06-01;Torrevieja;Colombia;31
2024-06-01;Torrevieja;Turquía;53
2024-07-01;Torrevieja;Total;3906
2024-07-01;Torrevieja;Europa;3682
2024-07-01;Torrevieja;Unión Europea;3100
2024-07-01;Torrevieja;África;81
2024-07-01;Torrevieja;América;132
2024-07-01;Torrevieja;América del Norte;78
2024-07-01;Torrevieja;Austria;51
2024-07-01;Torrevieja;Bélgica;118
2024-07-01;Torrevieja;Bulgaria;55
2024-07-01;Torrevieja;Finlandia;37
2024-07-01;Torrevieja;Francia;1214
2024-07-01;Torrevieja;Grecia;50
2024-07-01;Torrevieja;Hungría;73
2024-07-01;Torrevieja;Irlanda;107
2024-07-01;Torrevieja;Italia;277
2024-07-01;Torrevieja;Noruega;31
2024-07-01;Torrevieja;Países Bajos;99
2024-07-01;Torrevieja;Polonia;96
2024-07-01;Torrevieja;Portugal;211
2024-07-01;Torrevieja;Reino Unido;264
2024-07-01;Torrevieja;Alemania;381
2024-07-01;Torrevieja;Rumanía;78
2024-07-01;Torrevieja;Suecia;83
2024-07-01;Torrevieja;Suiza;97
2024-07-01;Torrevieja;Estonia;43
2024-07-01;Torrevieja;Lituania;32
2024-07-01;Torrevieja;República Checa;43
2024-07-01;Torrevieja;Rusia;31
2024-07-01;Torrevieja;Marruecos;58
2024-07-01;Torrevieja;Estados Unidos de América;61
2024-07-01;Torrevieja;Turquía;90
2024-08-01;Torrevieja;Total;4480
2024-08-01;Torrevieja;Europa;4030
2024-08-01;Torrevieja;Unión Europea;3289
2024-08-01;Torrevieja;África;184
2024-08-01;Torrevieja;América;189
2024-08-01;Torrevieja;América del Norte;102
2024-08-01;Torrevieja;Austria;32
2024-08-01;Torrevieja;Bélgica;108
2024-08-01;Torrevieja;Bulgaria;59
2024-08-01;Torrevieja;Dinamarca;30
2024-08-01;Torrevieja;Finlandia;31
2024-08-01;Torrevieja;Francia;1187
2024-08-01;Torrevieja;Grecia;60
2024-08-01;Torrevieja;Hungría;65
2024-08-01;Torrevieja;Irlanda;34
2024-08-01;Torrevieja;Italia;273
2024-08-01;Torrevieja;Noruega;71
2024-08-01;Torrevieja;Países Bajos;78
2024-08-01;Torrevieja;Polonia;113
2024-08-01;Torrevieja;Portugal;325
2024-08-01;Torrevieja;Andorra;101
2024-08-01;Torrevieja;Reino Unido;277
2024-08-01;Torrevieja;Alemania;341
2024-08-01;Torrevieja;Rumanía;99
2024-08-01;Torrevieja;Suecia;149
2024-08-01;Torrevieja;Suiza;104
2024-08-01;Torrevieja;Letonia;51
2024-08-01;Torrevieja;Lituania;51
2024-08-01;Torrevieja;República Checa;66
2024-08-01;Torrevieja;Croacia;58
2024-08-01;Torrevieja;Rusia;65
2024-08-01;Torrevieja;Marruecos;136
2024-08-01;Torrevieja;Estados Unidos de América;78
2024-08-01;Torrevieja;Colombia;50
2024-08-01;Torrevieja;Turquía;64
2024-09-01;Torrevieja;Total;4694
2024-09-01;Torrevieja;Europa;4241
2024-09-01;Torrevieja;Unión Europea;3483
2024-09-01;Torrevieja;África;110
2024-09-01;Torrevieja;América;256
2024-09-01;Torrevieja;América del Norte;105
2024-09-01;Torrevieja;Centro América y Caribe;53
2024-09-01;Torrevieja;Sudamérica;98
2024-09-01;Torrevieja;Bélgica;164
2024-09-01;Torrevieja;Bulgaria;83
2024-09-01;Torrevieja;Francia;1179
2024-09-01;Torrevieja;Grecia;72
2024-09-01;Torrevieja;Hungría;89
2024-09-01;Torrevieja;Irlanda;69
2024-09-01;Torrevieja;Italia;439
2024-09-01;Torrevieja;Noruega;96
2024-09-01;Torrevieja;Países Bajos;114
2024-09-01;Torrevieja;Polonia;134
2024-09-01;Torrevieja;Portugal;292
